Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
USB,,WD,My Passport 2TB,97,30,8306,https://usb.userbenchmark.com/SpeedTest/1213/WD-My-Passport-0748
USB,,ADATA,HV620 2TB,98,29.9,680,https://usb.userbenchmark.com/SpeedTest/4365/ADATA-HV620
USB,,WD,My Book 1140 1TB,99,29.9,1531,https://usb.userbenchmark.com/SpeedTest/2598/WD-My-Book-1140
USB,,Seagate,GoFlex Desk 1TB,100,29.8,365,https://usb.userbenchmark.com/SpeedTest/1395/Seagate-GoFlex-Desk
USB,,WD,My Passport 07A8 500GB,101,29.8,1157,https://usb.userbenchmark.com/SpeedTest/1639/WD-My-Passport-07A8
USB,,Seagate,Wireless 1TB,102,29.8,369,https://usb.userbenchmark.com/SpeedTest/11345/Seagate-Wireless
USB,,WD,My Passport 0820 1TB,103,29.7,12763,https://usb.userbenchmark.com/SpeedTest/6273/WD-My-Passport-0820
USB,,Seagate,USB 3.0 Cable 750GB,104,29.7,64,https://usb.userbenchmark.com/SpeedTest/4966/Seagate-USB-30-Cable
USB,,BUFFALO,HD-PCFU3 1TB,105,29.7,439,https://usb.userbenchmark.com/SpeedTest/3921/BUFFALO-HD-PCFU3
USB,,WD,My Passport 0741 2TB,106,29.5,1893,https://usb.userbenchmark.com/SpeedTest/2722/WD-My-Passport-0741
USB,,TOSHIBA,External USB 3.0 1.5TB,107,29.3,1773,https://usb.userbenchmark.com/SpeedTest/1470/TOSHIBA-External-USB-30
USB,,Sony,Hard Drive 1TB,108,29.1,2001,https://usb.userbenchmark.com/SpeedTest/3633/Sony-Hard-Drive
USB,,WD,My Passport 750GB,109,29.1,334,https://usb.userbenchmark.com/SpeedTest/6592/WD-My-Passport-0748
USB,,STT,EXPRESS ST4 32GB,110,29,5,https://usb.userbenchmark.com/SpeedTest/3654/STT-EXPRESS-ST4
USB,,WD,My Passport 1TB,111,28.9,11123,https://usb.userbenchmark.com/SpeedTest/1272/WD-My-Passport-0748
USB,,Corsair,Voyager GT 3.0 64GB,112,28.8,22,https://usb.userbenchmark.com/SpeedTest/5886/Corsair-Voyager-GT-30
USB,,WDC,WD10 JPVT-75A1YT0 1TB,113,28.7,7,https://usb.userbenchmark.com/SpeedTest/7572/WDC-WD10-JPVT-75A1YT0
USB,,BUFFALO,HD-PCTU3 1TB,114,28.7,831,https://usb.userbenchmark.com/SpeedTest/4001/BUFFALO-HD-PCTU3
USB,AUE700-32G-CBK,Adata,DashDrive Elite UE700 32GB,115,28.7,209,https://usb.userbenchmark.com/SpeedTest/5531/ADATA-USB-Flash-Drive
USB,,BUFFALO,HD-PNTU3 1TB,116,28.6,696,https://usb.userbenchmark.com/SpeedTest/7154/BUFFALO-HD-PNTU3
USB,,PHD,3.0 Silicon-Power 1TB,117,28.5,4091,https://usb.userbenchmark.com/SpeedTest/5127/PHD-30-Silicon-Power
USB,MKNUFDVP32GB,Mushkin,Ventura Pro USB 3.0 32GB,118,28.5,51,https://usb.userbenchmark.com/SpeedTest/1116/MUSHKIN-MKNUFDVP32GB
USB,,BUFFALO,HD-PZU3 1TB,119,28.2,351,https://usb.userbenchmark.com/SpeedTest/8185/BUFFALO-HD-PZU3
USB,MKNUFDVP64GB,Mushkin,Ventura Pro USB 3.0 64GB,120,28.1,96,https://usb.userbenchmark.com/Mushkin-Ventura-Pro-USB-30-64GB/Rating/1485
USB,,Seagate,GoFlex Desk 2TB,121,28,1041,https://usb.userbenchmark.com/SpeedTest/5157/Seagate-GoFlex-Desk
USB,SDCZ73-064G-G46,SanDisk,Ultra Flair USB 3.0 64GB,122,27.8,6493,https://usb.userbenchmark.com/SpeedTest/41131/SanDisk-Ultra-USB-30
USB,,Samsung,M3 Portable 1TB,123,27.8,17829,https://usb.userbenchmark.com/SpeedTest/2232/Samsung-M3-Portable
USB,,ADATA,HD710 1TB,124,27.7,3181,https://usb.userbenchmark.com/SpeedTest/11608/ADATA-HD710
USB,DTU30G3/64GB,Kingston,DataTraveler Ultimate G3 USB 3.0 64GB,125,27.7,245,https://usb.userbenchmark.com/Kingston-DataTraveler-Ultimate-G3-USB-30-64GB/Rating/1457
USB,,Intenso,USB 3.0 Device 500GB,126,27.3,427,https://usb.userbenchmark.com/SpeedTest/3107/Intenso-USB-30-Device
USB,49807,Verbatim,Store n Go V3 Max USB 3.0 64GB,127,27.2,54,https://usb.userbenchmark.com/Verbatim-Store-n-Go-V3-Max-USB-30-64GB/Rating/1574
USB,,Corsair,Survivor 3.0 64GB,128,27.1,265,https://usb.userbenchmark.com/SpeedTest/4221/Corsair-Survivor-30
USB,,Innostor,Innostor 128GB,129,27.1,43,https://usb.userbenchmark.com/SpeedTest/8604/Innostor-Innostor
USB,DTU30G3/32GB,Kingston,DataTraveler Ultimate G3 USB 3.0 32GB,130,27.1,532,https://usb.userbenchmark.com/Kingston-DataTraveler-Ultimate-G3-USB-30-32GB/Rating/1579
USB,,Toshiba,Ext HDD 1TB,131,26.9,351,https://usb.userbenchmark.com/SpeedTest/4693/Toshiba-Ext-HDD
USB,,Corsair,Voyager GT 3.0 32GB,132,26.9,59,https://usb.userbenchmark.com/SpeedTest/7226/Corsair-Voyager-GT-30
USB,LJDNV16GCRBEU,Lexar,JumpDrive Triton USB 3.0 16GB,133,26.8,33,https://usb.userbenchmark.com/Lexar-JumpDrive-Triton-USB-30-16GB/Rating/1268
USB,,Samsung,M3 Portable 500GB,134,26.7,3124,https://usb.userbenchmark.com/SpeedTest/4900/Samsung-M3-Portable
USB,SDCZ48-064G,SanDisk,Ultra USB 3.0 64GB,135,26.7,14820,https://usb.userbenchmark.com/SpeedTest/2009/SanDisk-SanDisk-Ultra
USB,,Clikfree,Backup Drive 2TB,136,26.6,32,https://usb.userbenchmark.com/SpeedTest/9036/Clikfree-Backup-Drive
USB,,TOSHIBA,STOR.E ALU 2S 1TB,137,26.4,813,https://usb.userbenchmark.com/SpeedTest/3834/TOSHIBA-STORE-ALU-2S
USB,,Samsung,M2 Portable 3 750GB,138,26.4,85,https://usb.userbenchmark.com/SpeedTest/4998/Samsung-M2-Portable-3
USB,,PHD,3.0 Silicon-Power DB 1TB,139,26.4,172,https://usb.userbenchmark.com/SpeedTest/9460/PHD-30-Silicon-Power-DB
USB,,Imation,Apollo M100 USB3 1TB,140,26.3,124,https://usb.userbenchmark.com/SpeedTest/4968/Imation-Apollo-M100-USB3
USB,,Seagate,Expansion 750GB,141,26.2,216,https://usb.userbenchmark.com/SpeedTest/9822/Seagate-Expansion
USB,,TOSHIBA,External USB 3.0 750GB,142,26.2,1280,https://usb.userbenchmark.com/SpeedTest/2262/TOSHIBA-External-USB-30
USB,,WD,My Passport 0740 1TB,143,26.1,3227,https://usb.userbenchmark.com/SpeedTest/2373/WD-My-Passport-0740
USB,,WD,Elements 1TB,144,26.1,45254,https://usb.userbenchmark.com/SpeedTest/1440/WD-Elements-1042
USB,,,HGST 1TB,145,26,1103,https://usb.userbenchmark.com/SpeedTest/8303/HGST
USB,SDCZ43-064G-G46,SanDisk,Ultra Fit USB 3.0 64GB,146,25.8,10254,https://usb.userbenchmark.com/SanDisk-Ultra-Fit-USB-30-64GB/Rating/2698
USB,SDCZ73-128G-G46,SanDisk,Ultra Flair USB 3.0 128GB,147,25.8,954,https://usb.userbenchmark.com/SpeedTest/40153/SanDisk-Ultra-USB-30
USB,,HGST,Touro Mobile 3.0 1TB,148,25.7,298,https://usb.userbenchmark.com/SpeedTest/6821/HGST-Touro-Mobile-30
USB,,ST310003,40SV 1TB,149,25.7,12,https://usb.userbenchmark.com/SpeedTest/2618/ST310003-40SV
USB,USM32GQ,Sony,Micro Vault Mach USB 3.0 32GB,150,25.6,234,https://usb.userbenchmark.com/SpeedTest/1466/Sony-Storage-Media
USB,DTR30/16GB,Kingston,DataTraveler R3.0 USB 3.0 16GB,151,25.5,478,https://usb.userbenchmark.com/Kingston-DataTraveler-R30-USB-30-16GB/Rating/1435
USB,,Seagate,FreeAgent GoFlex 750GB,152,25.4,268,https://usb.userbenchmark.com/SpeedTest/10825/Seagate-FreeAgent-GoFlex
USB,,WD,My Book 1130 1TB,153,25.3,1058,https://usb.userbenchmark.com/SpeedTest/3807/WD-My-Book-1130
USB,DTR30/64GB,Kingston,DataTraveler R3.0 USB 3.0 64GB,154,25.3,105,https://usb.userbenchmark.com/Kingston-DataTraveler-R30-USB-30-64GB/Rating/1576
USB,,WD,My Passport 500GB,155,25.2,3026,https://usb.userbenchmark.com/SpeedTest/3029/WD-My-Passport-0748
USB,SDCZ48-032G,SanDisk,Ultra USB 3.0 32GB,156,25.2,30287,https://usb.userbenchmark.com/SanDisk-Ultra-USB-30-32GB/Rating/1506
USB,,ADATA,CH11 1TB,157,25.1,724,https://usb.userbenchmark.com/SpeedTest/12837/ADATA-CH11
USB,,HitachiG,ST 1TB,158,25.1,643,https://usb.userbenchmark.com/SpeedTest/4440/HitachiG-ST
USB,,HDS72101,0KLA33R RSD HUA 1TB,159,25,3,https://usb.userbenchmark.com/SpeedTest/2619/HDS72101-0KLA33R-RSD-HUA
USB,DTU30G2/16GB,Kingston,DataTraveler Ultimate USB 3.0 16GB,160,25,111,https://usb.userbenchmark.com/Kingston-DataTraveler-Ultimate-USB-30-16GB/Rating/1271
USB,AS102P-64G-RGY,Adata,DashDrive Elite S102 Pro USB 3.0 64GB,161,24.8,533,https://usb.userbenchmark.com/Adata-DashDrive-Elite-S102-Pro-USB-30-64GB/Rating/1642
USB,,ADATA,HD710 500GB,162,24.8,313,https://usb.userbenchmark.com/SpeedTest/5080/ADATA-HD710
USB,,Seagate,Backup+ BK 500GB,163,24.7,634,https://usb.userbenchmark.com/SpeedTest/5909/Seagate-Backup--BK
USB,,FANTOM,ST1500DL003-9VT1 1.5TB,164,24.7,50,https://usb.userbenchmark.com/SpeedTest/8163/FANTOM-ST1500DL003-9VT1
USB,,WD,Elements 500GB,165,24.6,8707,https://usb.userbenchmark.com/SpeedTest/2903/WD-Elements-10A8
USB,AS102P-32G-RGY,Adata,DashDrive Elite S102 Pro USB 3.0 32GB,166,24.6,1609,https://usb.userbenchmark.com/Adata-DashDrive-Elite-S102-Pro-USB-30-32GB/Rating/1612
USB,DTR30G2/32GB,Kingston,DataTraveler R3.0 G2 USB 3.0 32GB,167,24.5,1087,https://usb.userbenchmark.com/Kingston-DataTraveler-R30-G2-USB-30-32GB/Rating/2427
USB,,,,168,24.5,588,https://usb.userbenchmark.com/SpeedTest/10408/
USB,SDCZ43-032G-G46,SanDisk,Ultra Fit USB 3.0 32GB,169,24.4,10889,https://usb.userbenchmark.com/SanDisk-Ultra-Fit-USB-30-32GB/Rating/2697
USB,,WD,My Passport 0740 500GB,170,24.3,3205,https://usb.userbenchmark.com/SpeedTest/2389/WD-My-Passport-0740
USB,,WD,Elements 750GB,171,24.1,287,https://usb.userbenchmark.com/SpeedTest/4327/WD-Elements-1042
USB,AN005P-64G-CGY,Adata,Nobility N005 Pro USB 3.0 64GB,172,24,61,https://usb.userbenchmark.com/Adata-Nobility-N005-Pro-USB-30-64GB/Rating/1568
USB,,HGST,Touro Mobile 3.0 500GB,173,24,115,https://usb.userbenchmark.com/SpeedTest/5588/HGST-Touro-Mobile-30
USB,,Samsung,S2 Portable 3 1TB,174,24,520,https://usb.userbenchmark.com/SpeedTest/6398/Samsung-S2-Portable-3
USB,,Corsair,Survivor 3.0 32GB,175,23.9,250,https://usb.userbenchmark.com/SpeedTest/4778/Corsair-Survivor-30
USB,SDCZ73-032G-G46,SanDisk,Ultra Flair USB 3.0 32GB,176,23.9,8224,https://usb.userbenchmark.com/SpeedTest/40935/SanDisk-Ultra-USB-30
USB,9000146,Lacie,RuggedKey USB 3.0 16GB,177,23.9,28,https://usb.userbenchmark.com/Lacie-RuggedKey-USB-30-16GB/Rating/1345
USB,,ADATA,HD710 750GB,178,23.9,40,https://usb.userbenchmark.com/SpeedTest/2729/ADATA-HD710
USB,,WD,My Passport Essential USB 3.0 1TB,179,23.7,2184,https://usb.userbenchmark.com/SpeedTest/1508/WD-My-Passport-0730
USB,,WD,Elements 2TB,180,23.7,29016,https://usb.userbenchmark.com/SpeedTest/6601/WD-Elements-1048
USB,,Seagate,Portable 750GB,181,23.6,74,https://usb.userbenchmark.com/SpeedTest/11316/Seagate-Portable
USB,49805,Verbatim,Store n Go V3 Max USB 3.0 16GB,182,23.5,34,https://usb.userbenchmark.com/Verbatim-Store-n-Go-V3-Max-USB-30-16GB/Rating/1544
USB,,Corsair,Slider 3.0 124GB,183,23.5,293,https://usb.userbenchmark.com/SpeedTest/6680/Corsair-Slider-30
USB,,TOSHIBA,STOR.E PARTNER 1TB,184,23.3,697,https://usb.userbenchmark.com/SpeedTest/7148/TOSHIBA-STORE-PARTNER
USB,AN005P-32G-CGY,Adata,Nobility N005 Pro USB 3.0 32GB,185,23,66,https://usb.userbenchmark.com/Adata-Nobility-N005-Pro-USB-30-32GB/Rating/1569
USB,USM16GQ,Sony,Micro Vault Mach USB 3.0 16GB,186,22.9,271,https://usb.userbenchmark.com/Sony-Micro-Vault-Mach-USB-30-16GB/Rating/1300
USB,LJDS25-64GABNL,Lexar,JumpDrive S25 USB 3.0 64GB,187,22.8,1402,https://usb.userbenchmark.com/Lexar-JumpDrive-S25-USB-30-64GB/Rating/3531
USB,LJDS25-64GABEU,Lexar,JumpDrive S25 USB 3.0 64GB,187,22.8,1402,https://usb.userbenchmark.com/Lexar-JumpDrive-S25-USB-30-64GB/Rating/3531
USB,,WD,My Passport 0740 750GB,188,22.7,417,https://usb.userbenchmark.com/SpeedTest/7630/WD-My-Passport-0740
USB,,Fantom,External HDD 1.5TB,189,22.6,23,https://usb.userbenchmark.com/SpeedTest/12404/Fantom-External-HDD
USB,,WD,My Passport Essential USB 3.0 750GB,190,22.4,560,https://usb.userbenchmark.com/SpeedTest/3384/WD-My-Passport-0730
USB,SDCZ73-016G-G46,SanDisk,Ultra Flair USB 3.0 16GB,191,22.4,8078,https://usb.userbenchmark.com/SpeedTest/42837/SanDisk-Ultra-USB-30
USB,SDCZ48-016G,SanDisk,Ultra USB 3.0 16GB,192,22.3,16591,https://usb.userbenchmark.com/SanDisk-Ultra-USB-30-16GB/Rating/1658
USB,,Seagate,FreeAgent GoFlex 1.5TB,193,22.3,680,https://usb.userbenchmark.com/SpeedTest/5406/Seagate-FreeAgent-GoFlex
USB,,HitachiG,ST 500GB,194,22.2,348,https://usb.userbenchmark.com/SpeedTest/2152/HitachiG-ST
USB,,,HGST 500GB,195,22.2,462,https://usb.userbenchmark.com/SpeedTest/4568/HGST
USB,,Seagate,Slim BK 500GB,196,21.9,87,https://usb.userbenchmark.com/SpeedTest/7379/Seagate-Slim--BK
USB,CMFVY3S-32GB,Corsair,Flash Voyager USB 3.0 32GB,197,21.7,329,https://usb.userbenchmark.com/SpeedTest/5153/Corsair-Voyager-30
USB,LJDS25-32GABNL,Lexar,JumpDrive S25 USB 3.0 32GB,198,21.6,2847,https://usb.userbenchmark.com/Lexar-JumpDrive-S25-USB-30-32GB/Rating/3530
USB,LJDS25-32GABEU,Lexar,JumpDrive S25 USB 3.0 32GB,198,21.6,2847,https://usb.userbenchmark.com/Lexar-JumpDrive-S25-USB-30-32GB/Rating/3530
USB,LJDS23-64GABEU,Lexar,JumpDrive S23 USB 3.0 64GB,199,21.6,288,https://usb.userbenchmark.com/Lexar-JumpDrive-S23-USB-30-64GB/Rating/1571
USB,,PNY,USB 3.0 FD 32GB,200,21.6,268,https://usb.userbenchmark.com/SpeedTest/4970/PNY-USB-30-FD
USB,,Seagate,Backup+ BK 1.5TB,201,21.5,106,https://usb.userbenchmark.com/SpeedTest/6263/Seagate-Backup--BK
USB,,Seagate,USB 3.0 Cable 1.5TB,202,21.4,198,https://usb.userbenchmark.com/SpeedTest/10623/Seagate-USB-30-Cable
USB,SDCZ43-016G-G46,SanDisk,Ultra Fit USB 3.0 16GB,203,21.1,8376,https://usb.userbenchmark.com/SanDisk-Ultra-Fit-USB-30-16GB/Rating/2694
USB,49806,Verbatim,Store n Go V3 Max USB 3.0 32GB,204,21.1,71,https://usb.userbenchmark.com/Verbatim-Store-n-Go-V3-Max-USB-30-32GB/Rating/1573
USB,CMFVYGT3A-16GB,Corsair,Flash Voyager GT USB 3.0 16GB,205,20.8,103,https://usb.userbenchmark.com/Corsair-Flash-Voyager-GT-USB-30-16GB/Rating/1272
USB,DTU30G2/64GB,Kingston,DataTraveler Ultimate USB 3.0 64GB,206,20.8,32,https://usb.userbenchmark.com/SpeedTest/2101/Kingston-DT-Ultimate-G2
USB,LJDS23-32GABEU,Lexar,JumpDrive S23 USB 3.0 32GB,207,20.7,552,https://usb.userbenchmark.com/Lexar-JumpDrive-S23-USB-30-32GB/Rating/1572
USB,DTR30/32GB,Kingston,DataTraveler R3.0 USB 3.0 32GB,208,20.6,338,https://usb.userbenchmark.com/Kingston-DataTraveler-R30-USB-30-32GB/Rating/1577
USB,,Seagate,Portable 1.5TB,209,20.6,213,https://usb.userbenchmark.com/SpeedTest/3291/Seagate-Portable
USB,,Seagate,FreeAgent GoFlex 1TB,210,20.6,3023,https://usb.userbenchmark.com/SpeedTest/4081/Seagate-FreeAgent-GoFlex
USB,AUV128-64G-RBE,Adata,DashDrive UV128 USB 3.0 64GB,211,20.6,639,https://usb.userbenchmark.com/SpeedTest/3052/ADATA-USB-Flash-Drive
USB,,WD,My Passport Essential USB 3.0 500GB,212,20.5,2486,https://usb.userbenchmark.com/SpeedTest/2140/WD-My-Passport-0730
USB,AUV150-32G-RRD,Adata,DashDrive UV150 USB 3.0 32GB,213,20,1093,https://usb.userbenchmark.com/Adata-DashDrive-UV150-USB-30-32GB/Rating/1880
USB,AS107-32G-RBL,Adata,S107 USB 3.0 32GB,214,19.9,114,https://usb.userbenchmark.com/SpeedTest/5164/ADATA-USB-Flash-Drive
USB,,Corsair,Survivor 3.0 16GB,215,19.8,114,https://usb.userbenchmark.com/SpeedTest/4762/Corsair-Survivor-30
USB,,Hitachi,HTS543225L9A300 250GB,216,19.8,6,https://usb.userbenchmark.com/SpeedTest/7573/Hitachi-HTS543225L9A300
USB,CMFSV3-32GB,Corsair,Flash Survivor USB 3.0 32GB,217,19.7,224,https://usb.userbenchmark.com/SpeedTest/3907/Corsair-Survivor-30
USB,,Kingston,SNA-DC/U 500GB,218,19.6,783,https://usb.userbenchmark.com/SpeedTest/1256/Kingston-SNA-DCU
USB,CMFVV3-32GB,Corsair,Flash Voyager Vega USB 3.0 32GB,219,19.6,154,https://usb.userbenchmark.com/SpeedTest/16103/Corsair-Voyager-VEGA
USB,,JetFlash,Transcend 32GB,220,19.6,9483,https://usb.userbenchmark.com/SpeedTest/1255/JetFlash-Transcend-32GB
USB,,TS-RDF5,SD Transcend 32GB,221,19.4,967,https://usb.userbenchmark.com/SpeedTest/1141/TS-RDF5-SD--Transcend
USB,,WD,My Passport Essential USB 3.0 320GB,222,19.4,209,https://usb.userbenchmark.com/SpeedTest/7249/WD-My-Passport-0730
USB,AUV128-32G-RBE,Adata,DashDrive UV128 USB 3.0 32GB,223,19.3,2097,https://usb.userbenchmark.com/Adata-DashDrive-UV128-USB-30-32GB/Rating/1581
USB,,FCR-HS3,-0 16GB,224,19.2,31,https://usb.userbenchmark.com/SpeedTest/7021/FCR-HS3--------0
USB,,TOSHIBA,MK5075GSX 500GB,225,19.1,183,https://usb.userbenchmark.com/SpeedTest/2025/TOSHIBA-MK5075GSX
USB,LJDS25-16GABNL,Lexar,JumpDrive S25 USB 3.0 16GB,226,18.9,1594,https://usb.userbenchmark.com/Lexar-JumpDrive-S25-USB-30-16GB/Rating/3529
USB,LJDS25-16GABEU,Lexar,JumpDrive S25 USB 3.0 16GB,226,18.9,1594,https://usb.userbenchmark.com/Lexar-JumpDrive-S25-USB-30-16GB/Rating/3529
USB,,Kingston,DataTraveler 3.0 32GB,227,18.9,28,https://usb.userbenchmark.com/SpeedTest/2312/Kingston-DataTraveler-30
USB,,Seagate,USB 2.0 Cable 500GB,228,18.9,157,https://usb.userbenchmark.com/SpeedTest/6667/Seagate-USB-20-Cable
USB,,MUSHKIN,MKNUFDAM32GB 32GB,229,18.9,43,https://usb.userbenchmark.com/SpeedTest/6798/MUSHKIN-MKNUFDAM32GB
USB,,WD,My Book 500GB,230,18.8,3304,https://usb.userbenchmark.com/SpeedTest/1601/WD-5000AAV-External
USB,,WD,My Book 640GB,231,18.8,926,https://usb.userbenchmark.com/SpeedTest/8636/WD-6400AAC-External
USB,PSF32GXPUSB,Patriot,Supersonic Xpress USB 3.0 32GB,232,18.7,247,https://usb.userbenchmark.com/SpeedTest/2711/Patriot-Memory
USB,49174,Verbatim,Store n Go V3 USB 3.0 64GB,233,18.7,925,https://usb.userbenchmark.com/Verbatim-Store-n-Go-V3-USB-30-64GB/Rating/1472
USB,,Seagate,FreeAgent GoFlex 500GB,234,18.7,3467,https://usb.userbenchmark.com/SpeedTest/1147/Seagate-FreeAgent-GoFlex
USB,,WD,My Book 2TB,235,18.6,380,https://usb.userbenchmark.com/SpeedTest/3665/WD-My-Book
USB,,Lexar,JumpDrive 16GB,236,18.5,156,https://usb.userbenchmark.com/SpeedTest/2182/Lexar-JumpDrive
USB,,WD,My Book 1TB,237,18.3,7055,https://usb.userbenchmark.com/SpeedTest/3236/WD-10EAVS-External
USB,,MICRONET,FANTOM DRIVE 2TB,238,18.2,226,https://usb.userbenchmark.com/SpeedTest/4927/MICRONET-FANTOM-DRIVE
USB,,Corsair,Slider 3.0 64GB,239,18.2,277,https://usb.userbenchmark.com/SpeedTest/4333/Corsair-Slider-30
USB,,TOSHIBA,TransMemory-Mx 64GB,240,18.1,272,https://usb.userbenchmark.com/SpeedTest/5913/TOSHIBA-TransMemory-Mx
USB,,Lexar,SD USB_3_0 Read 16GB,241,18.1,63,https://usb.userbenchmark.com/SpeedTest/6659/Lexar-SD--USB-3-0-Read
USB,,WD,10EACS External 1TB,242,18,321,https://usb.userbenchmark.com/SpeedTest/10194/WD-10EACS-External
USB,,WD,5000AAV External 500GB,243,17.9,342,https://usb.userbenchmark.com/SpeedTest/9377/WD-5000AAV-External
USB,,Seagate,Desktop 500GB,244,17.9,1496,https://usb.userbenchmark.com/SpeedTest/4085/Seagate-Desktop
USB,,WD,My Book 750GB,245,17.8,334,https://usb.userbenchmark.com/SpeedTest/8123/WD-7500AAC-External
USB,,STECH,Simple Drive 500GB,246,17.8,43,https://usb.userbenchmark.com/SpeedTest/4961/STECH-Simple-Drive
USB,,TOSHIBA,USB DRV 14GB,247,17.8,9,https://usb.userbenchmark.com/SpeedTest/9342/TOSHIBA-TOSHIBA-USB-DRV
USB,,WD,3200AAC External 320GB,248,17.8,14,https://usb.userbenchmark.com/SpeedTest/4012/WD-3200AAC-External
USB,CMFVY3S-16GB,Corsair,Flash Voyager USB 3.0 16GB,249,17.8,333,https://usb.userbenchmark.com/Corsair-Flash-Voyager-USB-30-16GB/Rating/1269
USB,,Samsung,G3 Station 2TB,250,17.7,438,https://usb.userbenchmark.com/SpeedTest/6390/Samsung-G3-Station
USB,INFD16GBNEONOR3.0,Integral,Neon USB 3.0 16GB,251,17.7,721,https://usb.userbenchmark.com/Integral-Neon-USB-30-16GB/Rating/1484
USB,,FUJITSU,MJA2500BH G2 500GB,252,17.7,4,https://usb.userbenchmark.com/SpeedTest/2841/FUJITSU-MJA2500BH-G2
USB,,Seagate,FreeAgent 500GB,253,17.6,604,https://usb.userbenchmark.com/SpeedTest/8181/Seagate-FreeAgent
USB,,WD,My Book 320GB,254,17.6,314,https://usb.userbenchmark.com/SpeedTest/7412/WD-3200AAV-External
USB,,WD,15EARS External 1.5TB,255,17.5,233,https://usb.userbenchmark.com/SpeedTest/4158/WD-15EARS-External
USB,,WD,5000AAK External 500GB,256,17.5,107,https://usb.userbenchmark.com/SpeedTest/3775/WD-5000AAK-External
USB,,WD,Elements 1.5TB,257,17.4,4113,https://usb.userbenchmark.com/SpeedTest/1906/WD-Ext-HDD-1021
USB,,WD,5000AAJ External 500GB,258,17.4,148,https://usb.userbenchmark.com/SpeedTest/9524/WD-5000AAJ-External
USB,,Hammer,Morespace 1TB,259,17.4,45,https://usb.userbenchmark.com/SpeedTest/3796/Hammer-Morespace
USB,,Seagate,FreeAgent XTreme 1.5TB,260,17.3,116,https://usb.userbenchmark.com/SpeedTest/4363/Seagate-FreeAgent-XTreme
USB,,PI-239,USB 2.0 Drive 1TB,261,17.2,637,https://usb.userbenchmark.com/SpeedTest/3684/PI-239-USB-20-Drive
USB,49172,Verbatim,Store n Go V3 USB 3.0 16GB,262,17.2,1939,https://usb.userbenchmark.com/Verbatim-Store-n-Go-V3-USB-30-16GB/Rating/1347
USB,,WD,10EADS External 1TB,263,17.1,2878,https://usb.userbenchmark.com/SpeedTest/2848/WD-10EADS-External
USB,,Samsung,G2 Portable 500GB,264,17.1,712,https://usb.userbenchmark.com/SpeedTest/4274/Samsung-G2-Portable
USB,,WD,5000AAD External 500GB,265,17.1,253,https://usb.userbenchmark.com/SpeedTest/3176/WD-5000AAD-External
USB,,Samsung,G2 Portable 400GB,266,16.9,41,https://usb.userbenchmark.com/SpeedTest/3553/Samsung-G2-Portable
USB,,WD,10EARS External 1TB,267,16.9,95,https://usb.userbenchmark.com/SpeedTest/7047/WD-10EARS-External
USB,,WD,1600BEV External 160GB,268,16.9,374,https://usb.userbenchmark.com/SpeedTest/6588/WD-1600BEV-External
USB,,Seagate,Desktop 1TB,269,16.9,4250,https://usb.userbenchmark.com/SpeedTest/1345/Seagate-Desktop
USB,DT100G3/64GB,Kingston,DataTraveler 100 G3 USB 3.0 64GB,270,16.9,17770,https://usb.userbenchmark.com/SpeedTest/1742/Kingston-DataTraveler-30
USB,DTE30/16GB,Kingston,DataTraveler Elite USB 3.0 16GB,271,16.9,118,https://usb.userbenchmark.com/Kingston-DataTraveler-Elite-USB-30-16GB/Rating/1293
USB,,TOSHIBA,USB 3.5"-HDD 1TB,272,16.9,565,https://usb.userbenchmark.com/SpeedTest/6612/TOSHIBA-USB-35--HDD
USB,AS102P-16G-RGY,Adata,S102 Pro USB 3.0 16GB,273,16.9,1565,https://usb.userbenchmark.com/Adata-S102-Pro-USB-30-16GB/Rating/1346
USB,,Samsung,S2 Portable 500GB,274,16.8,2356,https://usb.userbenchmark.com/SpeedTest/4989/Samsung-S2-Portable
USB,,Samsung,G3 Station 1TB,275,16.8,399,https://usb.userbenchmark.com/SpeedTest/5021/Samsung-G3-Station
USB,,WD,2500BMV External 250GB,276,16.8,439,https://usb.userbenchmark.com/SpeedTest/4646/WD-2500BMV-External
USB,LJDS23-16GABEU,Lexar,JumpDrive S23 USB 3.0 16GB,277,16.8,459,https://usb.userbenchmark.com/Lexar-JumpDrive-S23-USB-30-16GB/Rating/1549
USB,49173,Verbatim,Store n Go V3 USB 3.0 32GB,278,16.8,1957,https://usb.userbenchmark.com/Verbatim-Store-n-Go-V3-USB-30-32GB/Rating/1471
USB,,Samsung,STORY Station 1TB,279,16.7,559,https://usb.userbenchmark.com/SpeedTest/8847/Samsung-STORY-Station
USB,,WD,My Book Essentials 2TB,280,16.7,1436,https://usb.userbenchmark.com/SpeedTest/4485/WD-My-Book-1110
USB,,WD,My Book Essentials 1.5TB,281,16.7,914,https://usb.userbenchmark.com/SpeedTest/4848/WD-My-Book-1110
USB,,,FV-U35 1TB,282,16.7,73,https://usb.userbenchmark.com/SpeedTest/4300/FV-U35
USB,CMFSV3-16GB,Corsair,Flash Survivor USB 3.0 16GB,283,16.7,107,https://usb.userbenchmark.com/Corsair-Flash-Survivor-USB-30-16GB/Rating/1277
USB,,WD,6400AAK External 640GB,284,16.7,131,https://usb.userbenchmark.com/SpeedTest/2532/WD-6400AAK-External
